"priority","part","code","title","action","source_width","source_height","actual_width","actual_height","source_ok","dimension_ok","input_abs","output_abs","workpack_source","output_filename","title_policy","issue","required_correction"
"C","5","P5-F59","디지털 저작권 권리 구조","부분 수정","1600","893","1600","893","True","True","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\02_부분수정\Part5\P5-F59.png","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part5\P5-F59.png","02_부분수정/Part5/P5-F59.png","P5-F59.png","내부 전체 제목·그림 코드 금지","그림 내부 코드·중복 제목·지시문 또는 국소 오탈자가 남아 있다.","상단 코드·전체 제목 삭제."
"C","5","P5-F61","책임 있는 취약점 공개","부분 수정","1600","893","1600","893","True","True","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\02_부분수정\Part5\P5-F61.png","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part5\P5-F61.png","02_부분수정/Part5/P5-F61.png","P5-F61.png","내부 전체 제목·그림 코드 금지","그림 내부 코드·중복 제목·지시문 또는 국소 오탈자가 남아 있다.","상단 코드·깨진 전체 제목 삭제. 절차 흐름은 유지."
"C","5","P5-F62","이용자·개인정보취급자 금지행위","부분 수정","1600","893","1600","893","True","True","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\02_부분수정\Part5\P5-F62.png","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part5\P5-F62.png","02_부분수정/Part5/P5-F62.png","P5-F62.png","내부 전체 제목·그림 코드 금지","그림 내부 코드·중복 제목·지시문 또는 국소 오탈자가 남아 있다.","상단 전체 제목 삭제."
"C","5","P5-F67","불법정보·스팸·망 안정성","부분 수정","1600","893","1600","893","True","True","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\02_부분수정\Part5\P5-F67.png","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part5\P5-F67.png","02_부분수정/Part5/P5-F67.png","P5-F67.png","내부 전체 제목·그림 코드 금지","그림 내부 코드·중복 제목·지시문 또는 국소 오탈자가 남아 있다.","좌상단 그림 코드 삭제."
"C","5","P5-F69","주요정보통신기반시설 지정 기준","부분 수정","1600","893","1600","893","True","True","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\02_부분수정\Part5\P5-F69.png","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part5\P5-F69.png","02_부분수정/Part5/P5-F69.png","P5-F69.png","내부 전체 제목·그림 코드 금지","그림 내부 코드·중복 제목·지시문 또는 국소 오탈자가 남아 있다.","깨진 전체 제목 삭제. 지정 기준 패널은 유지."
"C","5","P5-F70","보호계획과 취약점 분석·평가","부분 수정","1600","893","1600","893","True","True","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\02_부분수정\Part5\P5-F70.png","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part5\P5-F70.png","02_부분수정/Part5/P5-F70.png","P5-F70.png","내부 전체 제목·그림 코드 금지","그림 내부 코드·중복 제목·지시문 또는 국소 오탈자가 남아 있다.","그림 내부 코드 삭제."
"C","5","P5-F75","개인정보·가명정보·익명정보","부분 수정","1600","893","1600","893","True","True","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\02_부분수정\Part5\P5-F75.png","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part5\P5-F75.png","02_부분수정/Part5/P5-F75.png","P5-F75.png","내부 전체 제목·그림 코드 금지","그림 내부 코드·중복 제목·지시문 또는 국소 오탈자가 남아 있다.","상단 전체 제목 삭제. 개인정보·가명정보·익명정보 구분은 유지."
"C","5","P5-F78","동의와 고지 항목","부분 수정","1600","893","1600","893","True","True","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\02_부분수정\Part5\P5-F78.png","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part5\P5-F78.png","02_부분수정/Part5/P5-F78.png","P5-F78.png","내부 전체 제목·그림 코드 금지","그림 내부 코드·중복 제목·지시문 또는 국소 오탈자가 남아 있다.","상단 코드·전체 제목 삭제."
"C","5","P5-F81","정보주체 권리","부분 수정","1600","893","1600","893","True","True","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\02_부분수정\Part5\P5-F81.png","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part5\P5-F81.png","02_부분수정/Part5/P5-F81.png","P5-F81.png","내부 전체 제목·그림 코드 금지","그림 내부 코드·중복 제목·지시문 또는 국소 오탈자가 남아 있다.","중복된 코드·전체 제목을 모두 삭제. 권리행사 흐름은 유지."
"C","5","P5-F82","개인정보 보호책임자와 거버넌스","부분 수정","1600","893","1600","893","True","True","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\02_부분수정\Part5\P5-F82.png","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part5\P5-F82.png","02_부분수정/Part5/P5-F82.png","P5-F82.png","내부 전체 제목·그림 코드 금지","그림 내부 코드·중복 제목·지시문 또는 국소 오탈자가 남아 있다.","상단 코드·전체 제목 삭제."
"C","5","P5-F86","개인정보 영향평가 PIA와 CCTV","부분 수정","1600","893","1600","893","True","True","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\02_부분수정\Part5\P5-F86.png","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part5\P5-F86.png","02_부분수정/Part5/P5-F86.png","P5-F86.png","내부 전체 제목·그림 코드 금지","그림 내부 코드·중복 제목·지시문 또는 국소 오탈자가 남아 있다.","상단 전체 제목 삭제. PIA와 CCTV 두 패널은 유지."
"C","5","P5-F87","보유기간·파기·분리보관","부분 수정","1600","893","1600","893","True","True","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\02_부분수정\Part5\P5-F87.png","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part5\P5-F87.png","02_부분수정/Part5/P5-F87.png","P5-F87.png","내부 전체 제목·그림 코드 금지","그림 내부 코드·중복 제목·지시문 또는 국소 오탈자가 남아 있다.","상단 코드·전체 제목 삭제."
"C","5","P5-F88","현행법과 역사적 기출 함정","부분 수정","1600","893","1600","893","True","True","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\02_부분수정\Part5\P5-F88.png","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part5\P5-F88.png","02_부분수정/Part5/P5-F88.png","P5-F88.png","내부 전체 제목·그림 코드 금지","그림 내부 코드·중복 제목·지시문 또는 국소 오탈자가 남아 있다.","상단 전체 제목 삭제. 현행·역사 비교 본체는 유지."

